DexNum,Name,BaseStats,Types,CatchRate,EvoStage,Evs,WildHeldItem1,WildHeldItem2,WildHeldItem3,Gender(N=-1),HatchCycles,BaseFriendship,EXPGrowth,EggGroup1,EggGroup2,Ability1,Ability2,AbilityH,FormSprite,FormCount,Color,IsPresentInGame,BaseEXP,DexHeight_Weight,fields_sec1,Icon,"unused(4E,50)",fields_sec2,EvoBaseID,FormIndex,IsGalarianForm,IsBoxLegend,DexNumber,field_sec3,Unknown,field_sec4,Unused(A6)
#034,Nidoking,81~102~77~85~85~75,POISON!GROUND,0,0,0~3~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_monster,egggroup.egg_group_field,ability.poison_point,ability.rivalry,ability.sheer_force,0,0,0,1,227,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,34,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#035,Clefairy,70~45~48~35~60~65,FAIRY!FAIRY,150,2,2~0~0~0~0~0~0,item.none,item.moon_stone,item.none,GENDER_RATIO_M24_9F75_1,HATCH_CYCLES_5120,BF_140,EGR_FAST,egggroup.egg_group_fairy,egggroup.egg_group_fairy,ability.cute_charm,ability.magic_guard,ability.friend_guard,0,1,9,1,113,60!75,59!204!46!171!134!154!16!136!128!144!128!18!0!0!0!0!0!0!102!203!26!238!74!20!2!0!32!48!44!20!0!0,35,0!0,0!0,173,0,0,0,35,0!14!0!16!0!19!0!25!0!30!0!0!0!0!55!0!50!0!75!40!0!0!0!0!2!0!2!0!2!2!4!4!3!3!3,1~1~1~1~1~5~5~3~3~4~2~2~3~3~4,0!0!0!0!186!0!107!0!322!107,0
#036,Clefable,95~70~73~60~95~90,FAIRY!FAIRY,25,3,3~0~0~0~0~0~0,item.none,item.moon_stone,item.none,GENDER_RATIO_M24_9F75_1,HATCH_CYCLES_2560,BF_140,EGR_FAST,egggroup.egg_group_fairy,egggroup.egg_group_fairy,ability.cute_charm,ability.magic_guard,ability.unaware,0,1,9,1,217,130!400,59!207!46!171!134!154!16!136!128!144!128!18!0!0!0!0!0!0!102!203!26!238!74!20!2!0!33!48!44!20!0!0,36,0!0,0!0,173,0,0,0,36,0!14!0!16!0!19!0!25!0!30!0!0!0!0!65!0!60!0!95!50!0!0!0!0!2!0!2!0!2!2!4!4!4!3!3,1~1~1~1~1~5~5~3~4~5~2~2~3~4~5,0!0!0!0!107!0!118!0!107!118,0
#037,Vulpix,38~41~40~65~50~65,FIRE!FIRE,190,1,0~0~0~1~0~0~0,item.none,item.charcoal,item.none,GENDER_RATIO_M24_9F75_1,HATCH_CYCLES_2560,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.flash_fire,ability.flash_fire,ability.drought,903,2,5,1,60,60!99,0!160!40!131!196!81!0!18!0!48!16!16!0!0!0!0!0!0!6!144!16!204!16!8!128!4!34!0!2!0!0!0,37,0!0,0!0,37,0,1,0,37,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!60!0!80!50!0!0!0!0!2!0!2!0!1!2!5!4!4!3!3,1~1~1~1~1~5~5~3~3~3~2~2~3~3~3,0!0!0!0!52!0!53!0!219!53,0
#038,Ninetales,73~76~75~100~81~100,FIRE!FIRE,75,2,0~0~0~1~0~1~0,item.none,item.charcoal,item.none,GENDER_RATIO_M24_9F75_1,HATCH_CYCLES_2560,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.flash_fire,ability.flash_fire,ability.drought,904,2,2,1,177,110!199,0!171!40!131!196!209!0!18!0!48!16!16!0!0!0!0!0!0!6!144!16!206!18!8!130!4!50!0!6!0!0!0,38,0!0,0!0,37,0,1,0,38,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!45!0!0!0!0!2!0!2!0!2!2!3!3!2!2!2,1~1~1~1~1~5~5~4~5~5~2~2~4~5~5,0!0!0!0!53!0!126!0!50!126,0
#039,Jigglypuff,115~45~20~20~45~25,NORMAL!FAIRY,0,0,2~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_FAST,egggroup.egg_group_fairy,egggroup.egg_group_fairy,ability.cute_charm,ability.competitive,ability.friend_guard,0,0,0,1,95,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,39,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#040,Wigglytuff,140~70~45~45~85~50,NORMAL!FAIRY,0,0,3~0~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_FAST,egggroup.egg_group_fairy,egggroup.egg_group_fairy,ability.cute_charm,ability.competitive,ability.frisk,0,0,0,1,196,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,40,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#041,Zubat,40~45~35~55~30~40,POISON!FLYING,0,0,0~0~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_2560,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_flying,egggroup.egg_group_flying,ability.inner_focus,ability.inner_focus,ability.infiltrator,0,0,0,1,49,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,41,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#042,Golbat,75~80~70~90~65~75,POISON!FLYING,0,0,0~0~0~2~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_2560,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_flying,egggroup.egg_group_flying,ability.inner_focus,ability.inner_focus,ability.infiltrator,0,0,0,1,159,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,42,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#043,Oddish,45~50~55~30~75~65,GRASS!POISON,255,1,0~0~0~0~1~0~0,item.none,item.absorb_bulb,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_2560,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_grass,egggroup.egg_group_grass,ability.chlorophyll,ability.chlorophyll,ability.run_away,0,1,1,1,64,50!54,0!8!32!179!132!0!4!0!0!20!0!1!0!0!0!0!0!0!1!0!80!12!0!0!0!8!2!32!0!16!0!0,43,0!0,0!0,43,0,0,0,43,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!80!50!0!0!0!0!1!0!2!0!2!2!6!5!3!3!3,1~1~1~1~1~5~5~3~3~4~2~2~3~3~4,0!0!0!0!74!0!202!0!74!202,0
#044,Gloom,60~65~70~40~85~75,GRASS!POISON,120,2,0~0~0~0~2~0~0,item.none,item.absorb_bulb,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_grass,egggroup.egg_group_grass,ability.chlorophyll,ability.chlorophyll,ability.stench,0,1,1,1,138,80!86,0!8!32!179!132!0!4!136!0!20!0!1!0!0!0!0!0!0!1!0!80!12!0!0!0!8!2!32!0!16!0!0,44,0!0,0!0,43,0,0,0,44,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!85!45!0!0!0!0!3!0!3!0!3!3!4!4!3!3!3,1~1~1~1~1~5~5~3~3~4~2~2~3~3~4,0!0!0!0!92!0!72!0!92!72,0
#045,Vileplume,75~80~85~50~110~90,GRASS!POISON,45,3,0~0~0~0~3~0~0,item.none,item.absorb_bulb,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_grass,egggroup.egg_group_grass,ability.chlorophyll,ability.chlorophyll,ability.effect_spore,0,1,0,1,221,120!186,0!11!40!179!132!0!4!136!0!20!0!1!0!0!0!0!0!0!3!0!80!12!0!0!0!8!2!96!0!16!1!0,45,0!0,0!0,43,0,0,0,45,0!14!0!16!0!19!0!25!0!30!0!0!0!0!60!0!60!0!90!55!0!0!0!0!3!0!3!0!3!3!4!4!3!3!4,1~1~1~1~2~5~5~3~4~4~2~2~3~4~4,0!0!0!0!92!0!202!0!92!202,0
#046,Paras,35~70~55~25~45~55,BUG!GRASS,0,0,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_3840,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_bug,egggroup.egg_group_grass,ability.effect_spore,ability.dry_skin,ability.damp,0,0,0,1,57,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,46,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#047,Parasect,60~95~80~30~60~80,BUG!GRASS,0,0,0~2~1~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_bug,egggroup.egg_group_grass,ability.effect_spore,ability.dry_skin,ability.damp,0,0,0,1,142,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,47,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#048,Venonat,60~55~50~45~40~55,BUG!POISON,0,0,0~0~0~0~0~1~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_bug,egggroup.egg_group_bug,ability.compoundeyes,ability.tinted_lens,ability.run_away,0,0,0,1,61,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,48,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#049,Venomoth,70~65~60~90~90~75,BUG!POISON,0,0,0~0~0~1~1~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_bug,egggroup.egg_group_bug,ability.shield_dust,ability.tinted_lens,ability.wonder_skin,0,0,0,1,158,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,49,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#050,Diglett,10~55~25~95~35~45,GROUND!GROUND,255,1,0~0~0~1~0~0~0,item.none,item.soft_sand,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.sand_veil,ability.arena_trap,ability.sand_force,905,2,5,1,53,20!8,0!128!225!131!165!0!1!4!2!16!2!0!4!0!0!0!0!0!2!20!112!12!8!0!0!0!8!16!40!0!0!0,50,0!0,0!0,50,0,1,0,50,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!50!0!80!35!0!0!0!0!1!0!2!0!3!2!4!3!3!3!3,1~1~1~1~1~5~5~2~3~3~2~2~2~3~3,0!0!0!0!523!0!89!0!523!89,0
#051,Dugtrio,35~100~50~120~50~70,GROUND!GROUND,50,2,0~0~0~2~0~0~0,item.none,item.soft_sand,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.sand_veil,ability.arena_trap,ability.sand_force,906,2,5,1,149,70!333,0!131!225!131!165!0!3!4!2!16!2!0!4!0!0!0!0!0!2!20!120!12!8!0!0!0!8!88!40!64!0!0,51,0!0,0!0,50,0,1,0,51,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!50!0!80!40!0!0!0!0!3!0!2!0!2!2!3!3!2!8!6,1~1~1~2~2~5~5~2~2~2~2~2~2~2~2,0!0!0!0!523!0!90!0!89!90,0
#052,Meowth,40~45~35~90~40~40,NORMAL!NORMAL,255,1,0~0~0~1~0~0~0,item.none,item.quick_claw,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.pickup,ability.technician,ability.unnerve,907,3,2,1,58,40!42,4!128!161!171!134!1!0!7!2!144!0!0!0!0!0!0!0!0!2!3!18!140!42!4!0!12!16!2!34!132!0!0,52,0!0,0!0,52,2,1,0,52,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!60!0!85!40!0!0!0!0!1!0!2!0!2!2!6!6!4!10!8,1~1~1~2~2~5~5~2~2~3~2~2~2~2~3,0!0!0!0!6!0!6!0!45!6,0
#053,Persian,65~70~60~115~65~65,NORMAL!NORMAL,90,2,0~0~0~2~0~0~0,item.none,item.quick_claw,item.none,GENDER_RATIO_M50_2F49_8,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.limber,ability.technician,ability.unnerve,909,2,2,1,154,100!320,4!131!161!171!134!1!0!7!2!144!0!0!0!0!0!0!0!0!2!3!18!140!42!4!0!140!16!2!34!132!0!0,53,0!0,0!0,52,2,1,0,53,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!60!0!85!50!0!0!0!0!2!0!3!0!3!3!4!4!3!6!4,1~1~1~2~2~5~5~2~2~3~2~2~2~2~3,0!0!0!0!269!0!269!0!103!269,0
#054,Psyduck,50~52~48~55~65~50,WATER!WATER,0,0,0~0~0~0~1~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_water_1,egggroup.egg_group_field,ability.damp,ability.cloud_nine,ability.swift_swim,0,0,0,1,64,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,54,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#055,Golduck,80~82~78~85~95~80,WATER!WATER,0,0,0~0~0~0~2~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_water_1,egggroup.egg_group_field,ability.damp,ability.cloud_nine,ability.swift_swim,0,0,0,1,175,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,55,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#056,Mankey,40~80~35~70~35~45,FIGHTING!FIGHTING,0,0,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.vital_spirit,ability.anger_point,ability.defiant,0,0,0,1,61,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,56,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#057,Primeape,65~105~60~95~60~70,FIGHTING!FIGHTING,0,0,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_FAST,egggroup.egg_group_field,egggroup.egg_group_field,ability.vital_spirit,ability.anger_point,ability.defiant,0,0,0,1,159,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,57,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#058,Growlithe,55~70~45~60~70~50,FIRE!FIRE,190,1,0~1~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M75_49F24_51,HATCH_CYCLES_5120,BF_70,EGR_SLOW,egggroup.egg_group_field,egggroup.egg_group_field,ability.intimidate,ability.flash_fire,ability.justified,0,1,5,1,70,70!190,0!160!168!131!196!3!0!0!16!144!32!0!0!0!0!0!0!0!6!144!48!141!17!8!160!0!0!0!64!4!2!0,58,0!0,0!0,58,0,0,0,58,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!80!45!0!0!0!0!2!0!3!0!2!3!5!5!4!4!4,1~1~1~1~1~5~5~4~4~4~2~2~4~4~4,0!0!0!0!336!0!424!0!336!424,0
#059,Arcanine,90~110~80~95~100~80,FIRE!FIRE,75,2,0~2~0~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_M75_49F24_51,HATCH_CYCLES_5120,BF_70,EGR_SLOW,egggroup.egg_group_field,egggroup.egg_group_field,ability.intimidate,ability.flash_fire,ability.justified,0,1,5,1,194,190!1550,0!171!168!135!196!3!0!0!20!144!34!0!0!0!0!0!0!0!6!144!48!141!17!12!160!64!0!4!64!4!2!0,59,0!0,0!0,58,0,0,0,59,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!60!0!80!40!0!0!0!0!2!0!2!0!3!2!5!5!5!4!4,1~1~1~1~1~5~5~4~5~5~2~2~4~5~5,0!0!0!0!172!0!179!0!422!179,0
#060,Poliwag,40~50~40~90~40~40,WATER!WATER,0,0,0~0~0~1~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_water_1,ability.water_absorb,ability.damp,ability.swift_swim,0,0,0,1,60,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,60,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#061,Poliwhirl,65~65~65~90~50~50,WATER!WATER,0,0,0~0~0~2~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_water_1,ability.water_absorb,ability.damp,ability.swift_swim,0,0,0,1,135,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,61,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#062,Poliwrath,90~95~95~70~70~90,WATER!FIGHTING,0,0,0~0~3~0~0~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_water_1,egggroup.egg_group_water_1,ability.water_absorb,ability.damp,ability.swift_swim,0,0,0,1,230,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,62,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#063,Abra,25~20~15~90~105~55,PSYCHIC!PSYCHIC,0,0,0~0~0~0~1~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_human_like,egggroup.egg_group_human_like,ability.synchronize,ability.inner_focus,ability.magic_guard,0,0,0,1,62,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,63,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#064,Kadabra,40~35~30~105~120~70,PSYCHIC!PSYCHIC,0,0,0~0~0~0~2~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_human_like,egggroup.egg_group_human_like,ability.synchronize,ability.inner_focus,ability.magic_guard,0,0,0,1,140,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,64,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#065,Alakazam,55~50~45~120~135~95,PSYCHIC!PSYCHIC,0,0,0~0~0~0~3~0~0,item.none,item.none,item.none,GENDER_RATIO_GENDERLESS,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_human_like,egggroup.egg_group_human_like,ability.synchronize,ability.inner_focus,ability.magic_guard,0,0,0,1,225,0!0,0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,0,0!0,0!0,0,0,0,0,65,0!1!0!1!0!1!0!1!0!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0,1~1~1~1~1~1~1~1~1~1~1~1~1~1~1,0!0!0!0!0!0!0!0!0!0,0
#066,Machop,70~80~50~35~35~35,FIGHTING!FIGHTING,180,1,0~1~0~0~0~0~0,item.none,item.focus_band,item.none,GENDER_RATIO_M75_49F24_51,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_human_like,egggroup.egg_group_human_like,ability.guts,ability.no_guard,ability.steadfast,0,1,7,1,61,80!195,59!128!226!135!134!14!1!10!0!152!2!0!0!0!0!0!0!0!134!228!48!76!128!0!33!2!1!128!32!0!0!0,66,0!0,0!0,66,0,0,0,66,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!50!0!70!30!0!0!0!0!1!0!2!0!1!2!4!4!3!2!2,1~1~1~1~1~5~5~2~3~5~2~2~2~3~5,0!0!0!0!7!0!264!0!7!264,0
#067,Machoke,80~100~70~45~50~60,FIGHTING!FIGHTING,90,2,0~2~0~0~0~0~0,item.none,item.focus_band,item.none,GENDER_RATIO_M75_49F24_51,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_human_like,egggroup.egg_group_human_like,ability.guts,ability.no_guard,ability.steadfast,0,1,7,1,142,150!705,59!128!226!135!134!14!1!10!0!152!2!0!4!0!0!0!0!0!134!228!48!76!128!0!33!2!1!128!32!0!0!0,67,0!0,0!0,66,0,0,0,67,0!14!0!16!0!19!0!25!0!30!0!0!0!0!40!0!50!0!80!20!0!0!0!0!1!0!2!0!2!2!3!3!2!2!2,1~1~1~1~1~5~5~2~3~5~2~2~2~3~5,0!0!0!0!339!0!279!0!339!279,0
#068,Machamp,90~130~80~55~65~85,FIGHTING!FIGHTING,45,3,0~3~0~0~0~0~0,item.none,item.focus_band,item.none,GENDER_RATIO_M75_49F24_51,HATCH_CYCLES_5120,BF_70,EGR_MEDIUM_SLOW,egggroup.egg_group_human_like,egggroup.egg_group_human_like,ability.guts,ability.no_guard,ability.steadfast,0,1,7,1,227,160!1300,59!131!226!135!134!14!65!14!0!154!2!0!4!0!0!0!0!0!134!228!48!76!128!0!33!2!1!136!32!224!0!0,68,0!0,0!0,66,0,0,0,68,0!14!0!16!0!19!0!25!0!30!0!0!0!0!50!0!50!0!80!30!0!0!0!0!1!0!2!0!2!2!5!5!5!5!4,1~1~2~2~2~5~5~2~2~4~2~2~2~2~4,0!0!0!0!223!0!223!0!339!223,0
